City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
345,Faanui,PF,-16.4833,-151.75,80.28,78,18,5.1,light rain
346,Tecoanapa,MX,16.5167,-98.75,82.35,73,76,4.45,broken clouds
347,Shubarshi,KZ,48.5872,57.1869,90.14,26,3,5.37,clear sky
348,Xining,CN,36.6167,101.7667,58.24,30,100,8.88,overcast clouds
349,Berbera,SO,10.4396,45.0143,89.78,64,57,4.47,broken clouds
350,Namibe,AO,-15.1961,12.1522,83.03,65,0,14.97,clear sky
351,Berekum,GH,7.4534,-2.584,97.63,35,12,3.36,few clouds
352,Kadirli,TR,37.3739,36.0961,75.0,35,0,9.33,clear sky
353,Ishigaki,JP,24.3448,124.1572,83.41,89,10,17.96,clear sky
354,Las Varas,MX,21.1667,-105.1667,82.58,67,100,2.86,overcast clouds
355,Mossendjo,CG,-2.9506,12.7261,85.48,48,5,3.58,clear sky
356,Narsaq,GL,60.9167,-46.05,41.54,76,100,5.48,overcast clouds
357,Igrim,RU,63.1906,64.4162,49.12,36,74,13.69,broken clouds
358,Porto Novo,BJ,6.4965,2.6036,89.42,57,6,11.32,clear sky
359,Port-Gentil,GA,-0.7193,8.7815,84.16,74,75,11.5,broken clouds
360,Ust-Maya,RU,60.4167,134.5333,49.77,94,6,4.34,clear sky
361,Sehithwa,BW,-20.4667,22.7167,73.18,22,0,7.02,clear sky
362,Kerema,PG,-7.9631,145.7785,78.21,90,100,6.15,heavy intensity rain
363,Zarcero,CR,10.1856,-84.3908,67.3,81,87,3.69,overcast clouds
364,Aleksandrov Gay,RU,50.147,48.5704,60.84,93,100,14.47,overcast clouds
365,Teguldet,RU,57.3064,88.1667,59.97,52,66,5.5,broken clouds
366,Hervey Bay,AU,-25.2986,152.8535,67.01,89,100,1.01,overcast clouds
367,Geraldton,AU,-28.7667,114.6,54.01,82,0,8.61,clear sky
368,Komsomolskiy,UZ,40.4272,71.7189,96.22,12,3,4.61,clear sky
369,Corlatel,RO,44.3986,22.9331,69.87,48,100,6.78,overcast clouds
370,Bindura,ZW,-17.3019,31.3306,56.84,31,90,6.85,overcast clouds
371,Mount Gambier,AU,-37.8333,140.7667,51.71,93,75,11.5,light rain
372,Lebrija,ES,36.9208,-6.0753,83.08,50,40,16.4,scattered clouds
373,Okha,RU,53.5739,142.9478,49.84,84,100,9.86,overcast clouds
374,Kamaishi,JP,39.2667,141.8833,62.74,92,100,13.24,light rain
375,Gazanjyk,TM,39.2446,55.5154,97.66,22,0,21.94,clear sky
376,Doha,QA,25.2867,51.5333,113.31,55,0,9.22,clear sky
377,Fairbanks,US,64.8378,-147.7164,50.81,80,1,0.0,clear sky
378,Rocha,UY,-34.4833,-54.3333,55.45,61,60,4.34,broken clouds
379,Grong,NO,64.4654,12.3149,79.88,26,62,7.25,broken clouds
380,Boguchany,RU,58.3814,97.4531,63.0,88,98,6.08,light rain
381,Sitka,US,57.0531,-135.33,46.63,89,100,5.75,light rain
382,Ardakan,IR,32.31,54.0175,109.78,5,1,5.99,clear sky
383,Papara,BR,-3.9839,-38.7273,86.72,55,5,9.62,clear sky
384,Leningradskiy,RU,69.3833,178.4167,23.47,88,76,7.65,broken clouds
385,Altea,ES,38.5989,-0.0514,78.37,91,77,14.5,broken clouds
386,Iqaluit,CA,63.7506,-68.5145,37.13,69,75,5.01,broken clouds
387,San Jeronimo,PE,-11.9472,-75.2829,53.46,66,100,1.05,overcast clouds
388,Hanover,DE,52.3705,9.7332,81.25,44,20,1.14,few clouds
389,Gannan,CN,47.9147,123.5031,52.9,80,100,17.76,light rain
390,Bima,ID,-8.4667,118.7167,75.94,89,80,2.62,broken clouds
391,Yankton,US,42.8711,-97.3973,71.11,49,1,9.22,clear sky
392,Mutis,CO,6.2262,-77.4044,82.0,77,100,2.68,overcast clouds
393,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,46.99,76,8,9.84,clear sky
394,Rancho Palos Verdes,US,33.7445,-118.387,63.36,90,82,1.01,broken clouds
395,Eureka,US,40.8021,-124.1637,54.63,95,39,2.21,scattered clouds
396,Asau,RO,46.4333,26.4,63.52,73,100,9.66,overcast clouds
397,Marzuq,YE,14.4,46.4667,89.96,23,47,13.22,scattered clouds
398,Vostok,RU,46.4856,135.8833,49.37,98,100,4.41,moderate rain
399,Nador,MA,35.174,-2.9287,78.87,68,75,10.87,broken clouds
400,Seoul,KR,37.5683,126.9778,60.19,91,90,2.84,light rain
401,Tomatlan,MX,19.9333,-105.25,81.86,69,99,1.14,overcast clouds
402,Quarai,BR,-30.3875,-56.4514,62.89,71,6,8.19,clear sky
403,Turukhansk,RU,65.8167,87.9833,43.11,67,94,10.78,overcast clouds
404,Juba,SS,4.8517,31.5825,89.91,41,18,8.1,few clouds
405,Plettenberg Bay,ZA,-34.0527,23.3716,62.47,52,0,12.21,clear sky
406,Hamilton,US,39.1834,-84.5333,68.11,97,75,1.99,mist
407,Progreso,MX,21.2833,-89.6667,79.9,75,32,7.18,scattered clouds
408,Margate,GB,51.3813,1.3862,75.85,81,23,8.5,few clouds
409,Digri,PK,25.1558,69.1113,95.79,44,0,19.19,clear sky
410,Baoro,CF,5.6667,15.9667,90.66,37,70,5.17,broken clouds
411,Nannilam,IN,10.8793,79.6106,86.86,66,94,11.5,overcast clouds
412,Qaqortoq,GL,60.7167,-46.0333,39.0,88,100,9.69,overcast clouds
413,Marsa Matruh,EG,31.3525,27.2453,75.4,57,20,13.8,few clouds
414,Zalantun,CN,48.0,122.7167,49.77,88,100,8.03,light rain
415,Ambon,ID,-3.6954,128.1814,80.22,83,100,8.57,light rain
416,Tessalit,ML,20.1986,1.0114,110.05,5,9,3.11,clear sky
417,Rio Gallegos,AR,-51.6226,-69.2181,33.85,80,75,3.44,broken clouds
418,Illapel,CL,-31.6308,-71.1653,73.81,32,46,1.72,scattered clouds
419,Kenai,US,60.5544,-151.2583,44.15,93,90,5.48,overcast clouds
420,Maxixe,MZ,-23.8597,35.3472,75.02,60,40,7.0,scattered clouds
421,Sundumbili,ZA,-29.1337,31.3975,61.11,87,100,22.28,moderate rain
422,Dakar,SN,14.6937,-17.4441,85.08,69,0,18.41,clear sky
423,Banting,MY,2.8167,101.5,84.34,85,16,4.34,few clouds
424,Berlevag,NO,70.8578,29.0864,71.4,48,0,18.41,clear sky
425,Timmins,CA,48.4669,-81.3331,66.02,55,75,8.86,broken clouds
426,Butembo,CD,0.15,29.2833,66.13,87,98,0.36,light rain
427,Moron,AR,-34.6534,-58.6198,58.96,66,51,8.86,broken clouds
428,Dicabisagan,PH,17.0818,122.4157,82.72,84,100,11.18,overcast clouds
429,Troitskoye,RU,52.9821,84.6757,65.26,93,100,10.98,moderate rain
430,Sonqor,IR,34.7837,47.6004,90.41,10,0,13.67,clear sky
431,Ordubad,AZ,38.9059,46.0234,95.09,26,0,7.87,clear sky
432,Ushumun,RU,52.7833,126.5333,51.91,89,100,4.45,overcast clouds
433,Sagua La Grande,CU,22.8067,-80.0756,82.35,70,10,12.08,clear sky
434,Smidovich,RU,48.6,133.8167,53.58,96,100,6.53,light rain
435,Roald,NO,62.5833,6.1333,77.16,78,4,3.8,clear sky
436,Taltal,CL,-25.4,-70.4833,63.59,75,26,6.6,scattered clouds
437,Bubaque,GW,11.2833,-15.8333,78.71,73,98,11.34,overcast clouds
438,Tres Arroyos,AR,-38.3739,-60.2798,49.41,61,100,14.5,overcast clouds
439,Tuatapere,NZ,-46.1333,167.6833,49.82,87,98,6.6,light rain
440,Kalach-Na-Donu,RU,48.691,43.5264,63.72,73,100,8.68,overcast clouds
441,Aloleng,PH,16.1307,119.7824,82.11,78,100,13.13,overcast clouds
442,Blagoyevo,RU,63.3667,47.9167,67.8,36,29,9.73,scattered clouds
443,Waingapu,ID,-9.6567,120.2641,76.53,84,45,7.96,scattered clouds
444,Adjumani,UG,3.3779,31.7909,78.75,65,100,5.99,light rain
445,San Cristobal,VE,7.7669,-72.225,72.07,85,100,4.65,overcast clouds
446,Broome,US,42.2506,-75.833,68.7,85,100,1.99,overcast clouds
447,Shimoda,JP,34.6667,138.95,66.31,91,100,9.06,overcast clouds
448,Dudinka,RU,69.4058,86.1778,34.56,99,100,12.33,light rain
449,Carndonagh,IE,55.25,-7.2667,69.42,66,15,15.57,few clouds
450,Jacareacanga,BR,-6.2222,-57.7528,83.37,55,58,3.13,broken clouds
451,Olinda,BR,-8.0089,-34.8553,82.13,65,40,11.18,scattered clouds
452,Kunda,IN,25.7167,81.5167,98.96,27,87,4.68,overcast clouds
453,Biak,ID,-0.9131,122.8766,77.63,86,87,5.55,overcast clouds
454,Sola,VU,-13.8833,167.55,79.38,78,93,20.29,overcast clouds
455,Meulaboh,ID,4.1363,96.1285,78.48,89,100,4.12,overcast clouds
456,Kyra,RU,49.5776,111.9753,44.96,82,1,5.82,clear sky
457,Avera,US,33.194,-82.5271,78.91,83,100,5.68,overcast clouds
458,Korla,CN,41.7597,86.1469,88.92,11,16,5.86,few clouds
459,Havoysund,NO,70.9963,24.6622,67.08,65,100,19.8,overcast clouds
460,Riyadh,SA,24.6877,46.7219,111.34,6,0,10.36,clear sky
461,Trinidad,BO,-14.8333,-64.9,81.75,64,46,1.83,scattered clouds
462,Porto Santo,PT,33.072,-16.3415,70.18,52,20,13.8,few clouds
463,Taphan Hin,TH,16.2209,100.4198,87.91,62,86,9.46,overcast clouds
464,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,80.89,72,19,9.71,few clouds
465,Maningrida,AU,-12.0667,134.2667,73.26,76,28,8.61,scattered clouds
466,Brae,GB,60.3964,-1.353,57.11,67,11,17.52,few clouds
467,Kieta,PG,-6.2167,155.6333,79.07,84,67,4.52,broken clouds
468,Taujica,HN,15.7,-85.9167,81.91,69,18,1.3,few clouds
469,Comodoro Rivadavia,AR,-45.8667,-67.5,42.66,87,90,0.0,light rain
470,Wuwei,CN,37.9281,102.6414,59.23,14,0,1.68,clear sky
471,Aykhal,RU,66.0,111.5,57.99,72,100,14.92,light rain
472,Vieste,IT,41.8825,16.175,81.1,54,15,8.88,few clouds
473,Beringovskiy,RU,63.05,179.3167,32.27,84,90,4.36,overcast clouds
474,Poya,NC,-21.35,165.15,67.23,82,19,4.7,few clouds
475,Rawson,AR,-43.3002,-65.1023,46.92,67,100,5.79,overcast clouds
476,Caborca,MX,30.5838,-111.101,78.98,24,75,2.26,broken clouds
477,Hays,US,30.0502,-98.0336,72.81,92,100,4.72,overcast clouds
478,Great Yarmouth,GB,52.6083,1.7305,75.45,88,100,2.19,overcast clouds
479,Necochea,AR,-38.5473,-58.7368,48.04,56,100,13.73,light rain
480,Bilma,NE,18.6853,12.9164,109.53,7,81,12.73,broken clouds
481,Thinadhoo,MV,0.5333,72.9333,83.53,73,100,15.7,overcast clouds
482,Bakchar,RU,57.0186,82.0711,57.88,64,89,7.65,overcast clouds
483,Poole,GB,50.7167,-2.0,68.27,72,75,3.0,broken clouds
484,Piracicaba,BR,-22.7253,-47.6492,80.85,41,0,1.34,clear sky
485,Sesheke,ZM,-17.4759,24.2968,77.02,13,6,5.3,clear sky
486,Moerai,PF,-22.4333,-151.3333,77.14,75,80,5.3,broken clouds
487,Yibin,CN,28.7667,104.6238,67.53,81,100,2.35,light rain
488,Carballo,ES,43.213,-8.691,68.07,62,6,7.63,clear sky
489,Nedryhayliv,UA,50.834,33.8763,62.85,68,97,15.57,overcast clouds
490,Ugoofaaru,MV,5.6667,73.0,83.3,74,100,17.96,overcast clouds
491,Panalingaan,PH,8.7842,117.4231,80.8,84,100,4.12,light rain
492,Pindushi,RU,62.9152,34.58,72.66,34,7,2.91,clear sky
493,Shenjiamen,CN,29.9576,122.298,67.93,96,100,22.91,overcast clouds
494,La Peca,PE,-5.6111,-78.435,71.51,84,100,1.45,light rain
495,Egvekinot,RU,66.3167,-179.1667,22.95,82,25,4.07,scattered clouds
496,San Martino Di Lupari,IT,45.6548,11.8584,84.56,57,20,4.0,few clouds
497,Caravelas,BR,-17.7125,-39.2481,81.82,58,78,5.23,broken clouds
498,Guiratinga,BR,-16.3494,-53.7583,82.65,44,34,4.99,scattered clouds
499,Buchanan,LR,5.8808,-10.0467,87.76,71,60,6.6,light rain
500,Miandrivazo,MG,-19.5167,45.4667,82.42,48,27,4.59,scattered clouds
501,Yeppoon,AU,-23.1333,150.7333,67.78,90,94,4.61,overcast clouds
502,Kamenka,RU,51.3223,42.7678,54.05,96,100,4.83,moderate rain
503,Atyrau,KZ,47.1167,51.8833,84.22,34,40,20.13,scattered clouds
504,Lexington,US,37.9887,-84.4777,67.32,88,90,1.01,overcast clouds
505,Samarai,PG,-10.6167,150.6667,79.14,87,100,11.61,overcast clouds
506,Fortuna,US,40.5982,-124.1573,54.36,75,90,1.99,overcast clouds
507,Hirado,JP,33.3597,129.5531,74.35,98,100,17.54,light rain
508,Kokopo,PG,-4.352,152.2633,77.72,88,100,5.28,light rain
509,Marfino,RU,55.7028,37.3822,68.25,36,0,14.61,clear sky
510,Faya,SA,18.3851,42.4509,88.32,14,5,17.83,clear sky
511,Santa Barbara,US,34.7333,-120.0343,50.59,100,90,1.81,mist
512,Omsukchan,RU,62.5333,155.8,41.25,73,94,5.59,overcast clouds
513,Brigantine,US,39.4101,-74.3646,70.07,97,90,10.6,overcast clouds
514,Orlik,RU,52.5178,99.825,56.17,49,1,2.28,clear sky
515,Clyde River,CA,70.4692,-68.5914,26.83,93,90,12.66,overcast clouds
516,Dunmore Town,BS,25.5,-76.65,78.55,79,3,17.6,clear sky
517,Nha Trang,VN,12.25,109.1833,84.2,74,100,3.33,overcast clouds
518,Kirtipur,NP,27.6667,85.2833,76.93,69,75,8.05,broken clouds
519,Lanja,IN,16.85,73.55,80.17,85,100,0.31,overcast clouds
520,Manama,BH,26.2154,50.5832,107.78,39,0,20.71,clear sky
521,Nueve De Julio,AR,-35.4444,-60.8831,54.72,70,91,13.35,moderate rain
522,Ust-Nera,RU,64.5667,143.2,49.82,45,8,1.88,clear sky
523,Mackay,AU,-21.15,149.2,69.04,100,36,3.44,scattered clouds
524,Preobrazheniye,RU,42.9019,133.9064,51.8,99,100,12.41,heavy intensity rain
525,Kavaratti,IN,10.5669,72.642,83.55,78,96,18.81,overcast clouds
526,Monrovia,LR,6.3005,-10.7969,87.57,72,32,7.63,light rain
527,Sabinov,SK,49.1031,21.0988,71.33,55,72,8.86,broken clouds
528,Ayotzintepec,MX,17.6667,-96.1333,79.43,77,85,0.36,overcast clouds
529,Tommot,RU,58.9564,126.2925,53.96,75,39,3.33,scattered clouds
530,Manises,ES,39.4914,-0.4635,80.53,60,40,10.36,scattered clouds
531,Masuda,JP,34.6667,131.85,67.35,88,100,21.72,moderate rain
532,Miranda,CO,3.2499,-76.2281,72.99,76,90,3.24,overcast clouds
533,Bandarbeyla,SO,9.4942,50.8122,82.74,73,68,19.77,broken clouds
534,Kouango,CF,4.9934,19.9619,93.25,40,22,1.81,few clouds
535,College,US,64.8569,-147.8028,53.2,79,75,8.05,broken clouds
536,Lumby,CA,50.2498,-118.969,66.42,59,100,1.86,overcast clouds
537,Miyako,JP,39.6367,141.9525,61.21,93,100,15.1,overcast clouds
538,De-Kastri,RU,51.4667,140.7833,46.9,97,100,14.58,overcast clouds
539,Beloha,MG,-25.1667,45.05,72.52,74,100,11.79,light rain
540,Savannah Bight,HN,16.45,-85.85,86.0,78,68,18.19,broken clouds
541,Dalbandin,PK,28.8947,64.4101,105.55,3,0,16.13,clear sky
542,Grajewo,PL,53.6473,22.4554,63.3,69,100,7.07,overcast clouds
543,Lahat,ID,-3.8,103.5333,77.34,89,93,3.31,overcast clouds
544,Oistins,BB,13.0667,-59.5333,86.09,54,40,20.71,scattered clouds
545,Vila Franca Do Campo,PT,37.7167,-25.4333,64.81,59,86,2.04,overcast clouds
546,Bodden Town,KY,19.2833,-81.25,87.01,56,20,4.0,few clouds
547,Hofn,IS,64.2539,-15.2082,53.62,76,40,11.5,scattered clouds
548,Pudozh,RU,61.8099,36.5345,72.39,35,0,7.31,clear sky
549,Luwuk,ID,-0.9516,122.7875,78.66,89,83,4.25,broken clouds
550,Bangarapet,IN,12.9667,78.2,85.39,59,99,6.31,overcast clouds
551,Pierre,US,44.3683,-100.351,70.05,60,9,10.0,clear sky
552,San Pedro Del Parana,PY,-26.8333,-56.2,63.66,59,14,5.08,few clouds
553,Port Lincoln,AU,-34.7333,135.8667,57.34,75,8,11.36,clear sky
554,Huarmey,PE,-10.0681,-78.1522,67.46,77,63,4.0,broken clouds
555,Lundamo,NO,63.1333,10.3,75.87,27,5,10.92,clear sky
556,Matagami,CA,49.7502,-77.6328,64.51,59,90,11.88,overcast clouds
557,Khani,GE,41.9563,42.9566,69.37,57,9,6.71,light rain
558,Cartagena,CO,10.3997,-75.5144,80.53,84,100,6.22,overcast clouds
559,Baracoa,CU,20.3467,-74.4958,80.71,80,90,12.15,overcast clouds
560,Dubbo,AU,-32.25,148.6167,53.73,94,90,9.22,overcast clouds
561,Russell,US,32.3502,-85.1999,77.99,79,100,2.37,overcast clouds
562,Karratha,AU,-20.7377,116.8463,69.08,42,100,10.04,overcast clouds
563,Sembe,CG,1.6481,14.5806,87.58,55,76,0.98,broken clouds
564,Lasa,IT,46.6166,10.7002,74.28,76,93,1.01,overcast clouds
565,Dwarka,IN,22.2394,68.9678,84.99,79,0,15.5,clear sky
566,Port Augusta,AU,-32.5,137.7667,55.54,71,84,7.25,broken clouds
567,Dubrovka,RU,53.6907,33.5071,67.98,58,79,9.15,broken clouds
568,Takoradi,GH,4.8845,-1.7554,85.5,68,57,10.6,broken clouds
569,Ati,TD,13.2154,18.3353,106.3,15,60,6.33,broken clouds
570,Copiapo,CL,-27.3667,-70.3333,53.29,46,4,3.02,clear sky
571,Coro,VE,11.4045,-69.6734,80.49,73,100,13.0,overcast clouds
572,Xiamen,CN,24.4798,118.0819,84.25,74,0,6.71,clear sky
573,Evensk,RU,61.95,159.2333,39.36,95,28,5.26,scattered clouds
574,Choix,MX,26.7092,-108.3219,79.83,35,1,2.55,clear sky
575,Padang,ID,-0.9492,100.3543,84.25,87,96,4.03,overcast clouds
576,Paratinga,BR,-12.6906,-43.1842,89.51,33,5,5.1,clear sky
577,Bathsheba,BB,13.2167,-59.5167,86.61,54,40,18.32,scattered clouds
578,Dongsheng,CN,39.8161,109.9776,59.25,30,0,7.36,clear sky
579,Sisophon,KH,13.5859,102.9737,85.77,67,82,8.63,broken clouds
580,Jumla,NP,29.2747,82.1838,58.62,81,40,2.95,scattered clouds
581,Oranjemund,NA,-28.55,16.4333,76.68,28,0,14.05,clear sky
582,Tolaga Bay,NZ,-38.3667,178.3,47.39,85,3,4.94,clear sky
583,Albacete,ES,38.8333,-2.0,79.61,39,20,16.71,few clouds
584,Tilichiki,RU,60.4667,166.1,37.63,76,73,5.48,broken clouds
585,Zilair,RU,52.2332,57.4392,61.43,88,100,7.14,overcast clouds
586,Cocachacra,PE,-17.0883,-71.7575,65.71,78,92,3.22,overcast clouds
587,Haukipudas,FI,65.1765,25.3523,58.64,50,21,4.97,few clouds
588,Oranjestad,AW,12.524,-70.027,83.91,74,20,7.0,few clouds
589,Krasnyy Yar,RU,46.5331,48.3456,78.73,39,13,16.71,few clouds
590,Scarborough,GB,54.2797,-0.4044,70.84,78,35,1.99,scattered clouds
591,Majene,ID,-3.5403,118.9707,78.8,86,6,2.39,clear sky
592,Francisco Beltrao,BR,-26.0811,-53.055,71.11,73,28,3.78,scattered clouds
593,Manokwari,ID,-0.8667,134.0833,78.85,80,79,2.62,broken clouds
594,San Quintin,MX,30.4833,-115.95,60.35,83,68,1.77,broken clouds
595,Honiara,SB,-9.4333,159.95,78.76,88,94,2.68,overcast clouds
596,Salinopolis,BR,-0.6136,-47.3561,84.88,69,25,10.38,scattered clouds
597,Jega,NG,12.2175,4.3792,105.28,21,58,2.93,broken clouds
598,Xique-Xique,BR,-10.8218,-42.7263,85.96,45,7,8.57,clear sky
599,Sosnovo-Ozerskoye,RU,52.5249,111.5418,54.27,55,100,7.09,light rain
600,Cordoba,AR,-31.4135,-64.1811,72.43,46,0,4.0,clear sky
601,Miri,MY,4.4148,114.0089,82.54,89,20,5.35,moderate rain
602,West Bay,KY,19.3667,-81.4167,87.08,76,20,3.0,few clouds
603,Bay City,US,43.5945,-83.8889,66.76,88,40,4.27,mist
604,Zeya,RU,53.75,127.2667,55.44,75,100,4.05,overcast clouds
605,Kahului,US,20.8947,-156.47,77.85,76,60,8.01,broken clouds
606,Tahta,EG,26.7693,31.5021,97.12,9,1,25.79,clear sky
607,Benguela,AO,-12.5763,13.4055,82.24,64,4,9.53,clear sky
608,Nsanje,MW,-16.92,35.262,72.93,76,89,6.78,overcast clouds
609,Rajkot,IN,22.3,70.7833,100.36,34,40,13.8,scattered clouds
610,Krasnoyarskiy,RU,51.965,59.8967,71.83,45,85,17.02,overcast clouds
611,Sur,OM,22.5667,59.5289,95.86,49,0,2.37,clear sky
612,Nuuk,GL,64.1835,-51.7216,35.22,84,100,8.9,overcast clouds
613,Yazman,PK,29.1212,71.7446,86.41,47,77,13.8,broken clouds
614,Edelira,PY,-26.75,-55.2667,72.61,70,3,4.05,light rain
615,Saint Anthony,US,45.0205,-93.218,75.94,46,40,1.01,scattered clouds
616,De Pere,US,44.4489,-88.0604,72.93,56,1,10.36,clear sky
617,Sambava,MG,-14.2667,50.1667,77.74,75,1,11.12,clear sky
618,Puro,PH,12.4841,123.3827,82.78,79,11,6.71,few clouds
619,Gondar,ET,12.6,37.4667,71.85,38,100,11.59,overcast clouds
620,Panjab,AF,34.388,67.0233,67.32,21,0,17.43,clear sky
621,Venado Tuerto,AR,-33.7456,-61.9688,60.89,63,9,14.0,clear sky
622,Torit,SS,4.4133,32.5678,89.24,42,58,4.12,broken clouds
623,Maragogi,BR,-9.0122,-35.2225,80.1,76,23,9.62,few clouds
624,Antalaha,MG,-14.9003,50.2788,77.92,72,5,12.17,clear sky
625,Bitung,ID,1.4451,125.1824,79.65,83,100,7.27,overcast clouds
626,Keratea,GR,37.8073,23.9769,80.44,41,40,7.27,scattered clouds
627,Yurimaguas,PE,-5.9,-76.0833,78.96,89,40,0.0,scattered clouds
628,Almaty,KZ,43.25,76.95,71.51,43,90,4.03,overcast clouds
629,Alexandria,EG,31.2156,29.9553,77.54,53,20,13.8,few clouds
630,Kamsack,CA,51.5667,-101.9009,63.05,73,98,0.18,overcast clouds
631,Urumqi,CN,43.801,87.6005,88.75,16,0,15.95,clear sky
632,Ust-Ishim,RU,57.6935,71.1665,59.68,44,100,7.65,overcast clouds
633,Ileza,RU,61.0533,43.9002,66.69,35,6,9.17,clear sky
634,Lamar,US,33.6668,-95.5836,72.64,91,1,3.78,clear sky
635,Samana,DO,19.2056,-69.3369,80.82,83,40,4.61,scattered clouds
636,Talnakh,RU,69.4865,88.3972,33.96,100,100,2.24,light rain
637,Da Lat,VN,11.9465,108.4419,63.97,95,100,2.3,overcast clouds
638,Makokou,GA,0.5738,12.8642,89.53,45,67,1.1,broken clouds
639,Zhezkazgan,KZ,47.8043,67.7144,81.82,37,11,8.1,few clouds
640,Totolapan,MX,18.5167,-96.1833,80.92,74,75,3.83,broken clouds
641,Cururupu,BR,-1.8283,-44.8683,85.98,65,27,5.59,scattered clouds
642,San Onofre,CO,9.7359,-75.5263,81.45,81,100,4.74,overcast clouds
643,Ostrovnoy,RU,68.0531,39.5131,63.75,50,13,5.1,few clouds
644,Ust-Tsilma,RU,65.441,52.1498,65.61,39,34,11.86,scattered clouds
645,Yermekeyevo,RU,54.0761,53.6712,63.28,72,99,20.22,light rain
646,Yumen,CN,40.2833,97.2,71.24,6,0,11.3,clear sky
647,Alofi,NU,-19.0595,-169.9187,75.09,88,87,13.8,light rain
648,Kalabo,ZM,-14.97,22.6814,79.93,19,88,5.99,overcast clouds
649,San Francisco,US,37.7749,-122.4194,59.04,89,40,1.01,scattered clouds
650,Baillif,GP,16.0202,-61.7463,83.7,70,19,13.71,few clouds
651,Mayo,US,38.8876,-76.5119,74.03,95,90,1.01,overcast clouds
652,Hasaki,JP,35.7333,140.8333,68.4,84,100,17.9,overcast clouds
653,Camana,PE,-16.6228,-72.7111,66.11,76,83,4.23,broken clouds
654,Suoyarvi,RU,62.0833,32.35,72.73,34,8,6.62,clear sky
655,Niles,US,42.0189,-87.8028,73.92,62,0,1.01,clear sky
656,Ampanihy,MG,-24.7,44.75,75.9,61,100,12.64,overcast clouds
657,Qinhuangdao,CN,39.9317,119.5883,65.88,32,0,7.94,light rain
658,Paharpur,PK,32.1038,70.9724,102.67,19,0,8.95,clear sky
659,Te Anau,NZ,-45.4167,167.7167,47.28,89,100,3.06,overcast clouds
660,Cap-Aux-Meules,CA,47.3821,-61.8597,48.74,91,100,14.32,overcast clouds
661,Puerto Escondido,MX,15.85,-97.0667,82.83,73,79,3.53,broken clouds
662,Ponta Delgada,PT,37.7333,-25.6667,65.12,63,40,11.5,scattered clouds
663,Otane,NZ,-39.8833,176.6333,41.65,91,0,2.39,clear sky
664,Poum,NC,-20.2333,164.0167,73.18,70,65,12.62,broken clouds
665,Grand Gaube,MU,-20.0064,57.6608,77.4,69,3,7.0,clear sky
666,Stromness,GB,58.965,-3.296,57.16,81,59,22.7,broken clouds
667,Mount Isa,AU,-20.7333,139.5,62.37,55,75,9.22,broken clouds
668,Weihai,CN,37.5017,122.1136,60.94,75,100,11.07,overcast clouds
669,Menzelinsk,RU,55.7271,53.1026,69.04,57,35,22.24,scattered clouds
670,Bunia,CD,1.5667,30.25,73.56,69,100,7.02,light rain
671,Helsinki,FI,60.1695,24.9355,70.77,33,0,9.78,clear sky
672,Port Shepstone,ZA,-30.7414,30.455,61.79,73,100,27.31,light rain
673,Kenora,CA,49.8167,-94.4337,66.18,72,75,3.44,broken clouds
674,Langenburg,DE,49.2544,9.8458,79.5,44,0,4.34,clear sky
675,Angatuba,BR,-23.4897,-48.4128,75.88,54,0,2.15,clear sky
676,Kiama,AU,-34.6833,150.8667,56.37,95,100,3.0,overcast clouds
677,Sistranda,NO,63.7256,8.834,73.36,74,0,11.7,clear sky
678,Kattivakkam,IN,13.2167,80.3167,87.08,86,100,14.58,overcast clouds
679,Zhob,PK,31.3411,69.4481,89.19,21,1,5.14,clear sky
680,Moyale,KE,3.5167,39.0584,79.9,42,100,10.78,overcast clouds
681,Devonport,AU,-41.1667,146.35,53.1,84,95,9.33,overcast clouds
682,Denpasar,ID,-8.65,115.2167,82.06,89,20,6.35,few clouds
683,Prince Albert,CA,53.2001,-105.7677,62.55,72,75,3.44,broken clouds
684,Alice Springs,AU,-23.7,133.8833,56.75,62,75,9.19,broken clouds
685,Hualmay,PE,-11.0964,-77.6139,66.13,77,94,4.9,overcast clouds
686,Kilindoni,TZ,-7.9139,39.6668,79.21,70,95,9.28,overcast clouds
687,Daru,PG,-9.0763,143.2092,77.95,86,100,12.97,overcast clouds
688,Togur,RU,58.3631,82.8265,55.67,60,100,3.47,overcast clouds
689,Itarema,BR,-2.9248,-39.9167,85.8,57,1,13.94,clear sky
690,Half Moon Bay,US,37.4636,-122.4286,58.21,92,90,1.01,mist
691,San Lorenzo,PY,-25.3333,-57.5333,77.94,73,40,8.75,scattered clouds
692,Antofagasta,CL,-23.65,-70.4,58.28,72,44,4.25,scattered clouds
693,Paysandu,UY,-32.3214,-58.0756,58.6,68,100,8.01,overcast clouds
